GISJOIN,Object_ID,Name,Address,City,State,ZIP,County,Country
G1300590,0086730606,LANDMARK HOSPITAL OF ATHENS, LLC,775 SUNSET DRIVE,ATHENS,GA,30606,CLARKE,USA
G1300590,0015530606,ST MARYS HEALTH CARE SYSTEM,1230 BAXTER STREET,ATHENS,GA,30606,CLARKE,USA
G1300650,0084931634,CLINCH MEMORIAL HOSPITAL,1050 VALDOSTA HIGHWAY,HOMERVILLE,GA,31634,CLINCH,USA
G1301130,0087630214,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,FAYETTE,USA
G1300510,0085531419,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,CHATHAM,USA
G1300510,0084031412,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,CHATHAM,USA
G1300510,0000831405,SELECT SPECIALTY HOSPITAL - SAVANNAH,5353 REYNOLDS STREET,SAVANNAH,GA,31405,CHATHAM,USA
G1300510,0082931405,COASTAL BEHAVIORAL HEALTH,633 STEPHENSON AVENUE,SAVANNAH,GA,31405,CHATHAM,USA
G1300510,0013531406,COASTAL HARBOR TREATMENT CENTER,1150 CORNELL AVENUE,SAVANNAH,GA,31406,CHATHAM,USA
G1300510,0024431404,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SAVANNAH,6510 SEAWRIGHT DRIVE,SAVANNAH,GA,31404,CHATHAM,USA
G1300510,0018631406,GEORGIA REGIONAL HOSPITAL,1915 EISENHOWER DRIVE,SAVANNAH,GA,31406,CHATHAM,USA
G1300510,0024231405,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,SAVANNAH,GA,31405,CHATHAM,USA
G1300510,0000331404,MEMORIAL HEALTH UNIV MED CEN, INC,4700 WATERS AVENUE,SAVANNAH,GA,31404,CHATHAM,USA
G1300490,0001931537,CHARLTON MEMORIAL HOSPITAL,2449 THIRD STREET,FOLKSTON,GA,31537,CHARLTON,USA
G1300470,0015630742,CHI MEMORIAL HOSPITAL-GEORGIA,100 GROSS CRESCENT CIRCLE,FORT OGLETHORPE,GA,30742,CATOOSA,USA
G1300570,0182330115,NORTHSIDE HOSPITAL - CHEROKEE,450 NORTHSIDE CHEROKEE BOULEVARD,CANTON,GA,30115,CHEROKEE,USA
G1300530,0017731905,MARTIN ARMY COMMUNITY HOSPITAL,6600 VAN AALST BLVD,FORT BENNING,GA,31905,CHATTAHOOCHEE,USA
G1300630,0007430349,SO CRESCENT BEH HLTH SYS - ANCHOR HOSPITAL CAMPUS,5454 YORKTOWNE DRIVE,COLLEGE PARK,GA,30349,CLAYTON,USA
G1300630,0013230274,SOUTHERN REGIONAL MEDICAL CENTER,11 UPPER RIVERDALE ROAD SW,RIVERDALE,GA,30274,CLAYTON,USA
G1300630,0000930274,SOUTHERN CRESCENT HOSPITAL FOR SPECIALTY CARE,11 UPPER RIVERDALE ROAD SW,RIVERDALE,GA,30274,CLAYTON,USA
G1300630,0089930274,RIVERWOODS BEHAVIORAL HEALTH SYSTEM,223 MEDICAL CENTER DRIVE,RIVERDALE,GA,30274,CLAYTON,USA
G1300670,0014130080,RIDGEVIEW INSTITUTE,3995 SOUTH COBB DRIVE SE,SMYRNA,GA,30080,COBB,USA
G1300670,0086330080,EMORY UNIVERSITY HOSPITAL SMYRNA,3949 SOUTH COBB DRIVE,SMYRNA,GA,30080,COBB,USA
G1300670,0016730067,WELLSTAR WINDY HILL HOSPITAL,2540 WINDY HILL ROAD,MARIETTA,GA,30067,COBB,USA
G1300670,0014830060,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,COBB,USA
G1300670,0013130106,WELLSTAR COBB HOSPITAL,3950 AUSTELL ROAD,AUSTELL,GA,30106,COBB,USA
G1300670,0007530152,DEVEREUX TREATMENT NETWORK,1291 STANLEY ROAD NW,KENNESAW,GA,30152,COBB,USA
G1300710,0013731768,TURNING POINT HOSPITAL,3015 VETERANS PKWY SOUTH,MOULTRIE,GA,31768,COLQUITT,USA
G1300710,0011831768,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY, BOX 40,MOULTRIE,GA,31768,COLQUITT,USA
G1300870,0012531717,MEMORIAL HOSPITAL AND MANOR,1500 EAST SHOTWELL STREET,BAINBRIDGE,GA,31717,DECATUR,USA
G1300970,0016930135,YOUTH VILLAGES - INNER HARBOUR CAMPUS,4685 DORSETT SHOALS ROAD,DOUGLASVILLE,GA,30135,DOUGLAS,USA
G1300970,0004430134,WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,DOUGLAS,USA
G1301190,0088830553,ST MARY'S SACRED HEART HOSPITAL INC,367 CLEAR CREEK PARKWAY,LAVONIA,GA,30553,FRANKLIN,USA
G1301190,0022830662,BROWN MEMORIAL CONVALESCENT CENTER,545 COOK STREET,ROYSTON,GA,30662,FRANKLIN,USA
G1301070,0008030401,EMANUEL MEDICAL CENTER,117 KITE ROAD,SWAINSBORO,GA,30401,EMANUEL,USA
G1301430,0003830110,HIGGINS GENERAL HOSPITAL,200 ALLEN MEMORIAL DRIVE,BREMEN,GA,30110,HARALSON,USA
G1301310,0006531728,GRADY GENERAL HOSPITAL,1155 FIFTH STREET SE,CAIRO,GA,31728,GRADY,USA
G1301290,0008130701,ADVENTHEALTH GORDON HOSPITAL,1035 RED BUD ROAD,CALHOUN,GA,30701,GORDON,USA
G1301850,0019731602,SMITH NORTHVIEW HOSPITAL,4280 NORTH VALDOSTA ROAD,VALDOSTA,GA,31602,LOWNDES,USA
G1301850,0003331602,GREENLEAF CENTER,2209 PINEVIEW DRIVE,VALDOSTA,GA,31602,LOWNDES,USA
G1301850,0085131603,SOUTH GEORGIA MEDICAL CENTER,2501 NORTH PATTERSON STREET, PO BOX 1727,VALDOSTA,GA,31603,LOWNDES,USA
G1302010,0006331737,MILLER COUNTY HOSPITAL,209 NORTH CUTHBERT STREET,COLQUITT,GA,31737,MILLER,USA
G1302110,0194530650,MORGAN MEDICAL CENTER,1740 LIONS CLUB ROAD,MADISON,GA,30650,MORGAN,USA
G1302110,0006630650,MORGAN MEMORIAL HOSPITAL,1077 SOUTH MAIN STREET,MADISON,GA,30650,MORGAN,USA
G1301530,0010131069,PERRY HOSPITAL,1120 MORNINGSIDE DRIVE,PERRY,GA,31069,HOUSTON,USA
G1301530,0083331093,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,HOUSTON,USA
G1301630,0008630434,JEFFERSON HOSPITAL,1067 PEACHTREE STREET,LOUISVILLE,GA,30434,JEFFERSON,USA
G1301370,0089630535,HABERSHAM COUNTY MEDICAL CTR,541 HISTORIC HIGHWAY 441-NORTH,DEMOREST,GA,30535,HABERSHAM,USA
G1301870,0084530533,NORTHEAST GEORGIA MEDICAL CENTER LUMPKIN,227 MOUNTAIN DR,DAHLONEGA,GA,30533,LUMPKIN,USA
G1302170,0005230014,PIEDMONT NEWTON HOSPITAL,5126 HOSPITAL DRIVE,COVINGTON,GA,30014,NEWTON,USA
G1302270,0010230143,PIEDMONT MOUNTAINSIDE HOSPITAL,1266 EAST CHURCH STREET,JASPER,GA,30143,PICKENS,USA
G1301210,0084330344,REGENCY HOSPITAL OF SOUTH ATLANTA,1170 CLEVELAND AVE, 4TH FLOOR,EAST POINT,GA,30344,FULTON,USA
G1301210,0017930303,GRADY MEMORIAL HOSPITAL,80 JESSE HILL, JR DRIVE SE,ATLANTA,GA,30303,FULTON,USA
G1301210,0017830312,WELLSTAR ATLANTA MEDICAL CENTER,303 PARKWAY DRIVE NE,ATLANTA,GA,30312,FULTON,USA
G1301210,0001130306,HILLSIDE HOSPITAL,690 COURTENAY DRIVE NE,ATLANTA,GA,30306,FULTON,USA
G1301210,0012930308,SELECT SPECIALTY HOSPITAL - MIDTOWN ATLANTA,705 JUNIPER STREET NE,ATLANTA,GA,30308,FULTON,USA
G1301210,0021230308,SELECT SPECIALTY HOSPITAL - ATLANTA,550 PEACHTREE STREET, NE,ATLANTA,GA,30308,FULTON,USA
G1301210,0086130308,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,FULTON,USA
G1301210,0013430327,PRIDE MEDICAL,3280 HOWELL MILL ROAD NW,ATLANTA,GA,30327,FULTON,USA
G1301210,0018530327,WEST PACES MEDICAL CENTER,3200 HOWELL MILL ROAD,ATLANTA,GA,30327,FULTON,USA
G1301210,0022630327,BUCKHEAD AMBULATORY SURGICAL CENTER,2061 PEACHTREE RD NW, UNIT 300,ATLANTA,GA,30327,FULTON,USA
G1301210,0001730309,SHEPHERD CENTER,2020 PEACHTREE ROAD NW,ATLANTA,GA,30309,FULTON,USA
G1301210,0015030309,PIEDMONT HOSPITAL,1968 PEACHTREE ROAD NW,ATLANTA,GA,30309,FULTON,USA
G1301210,0082830342,CHILDRENS HEALTHCARE OF ATLANTA AT SCOTTISH RITE,1001 JOHNSON FERRY RD,ATLANTA,GA,30342,FULTON,USA
G1301210,0018130342,SAINT JOSEPHS HOSPITAL OF ATLANTA,5665 PEACHTREE DUNWOODY RD NE,SANDY SPRINGS,GA,30342,FULTON,USA
G1301210,0016230342,NORTHSIDE HOSPITAL,1000 JOHNSON FERRY ROAD NE,ATLANTA,GA,30342,FULTON,USA
G1301210,0016130331,SOUTHWEST HOSPITAL AND MEDICAL CENTER,501 FAIRBURN ROAD SW,ATLANTA,GA,30331,FULTON,USA
G1301210,0083630076,WELLSTAR NORTH FULTON HOSPITAL,3000 HOSPITAL BOULEVARD,ROSWELL,GA,30076,FULTON,USA
G1301210,0022730097,EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,FULTON,USA
G1302130,0087330705,ADVENTHEALTH MURRAY,707 OLD DALTON ELLIJAY ROAD, PO BOX 1406,CHATSWORTH,GA,30705,MURRAY,USA
G1302250,0005331030,PEACH REGIONAL MEDICAL CENTER,601 NORTH CAMELLIA BLVD,FORT VALLEY,GA,31030,PEACH,USA
G1302250,0089831008,MEDICAL CENTER OF PEACH COUNTY, THE,1960 HIGHWAY 247 CONNECTOR,BYRON,GA,31008,PEACH,USA
G1301550,0004531774,IRWIN COUNTY HOSPITAL,710 NORTH IRWIN AVENUE,OCILLA,GA,31774,IRWIN,USA
G1301730,0089331635,SGMC LANIER CAMPUS,116 WEST THIGPEN AVENUE,LAKELAND,GA,31635,LANIER,USA
G1301330,0024530642,ST MARY'S GOOD SAMARITAN HOSPITAL,5401 LAKE OCONEE PARKWAY,GREENSBORO,GA,30642,GREENE,USA
G1301330,0008830642,ST MARY'S GOOD SAMARITAN HOSPITAL,1201 SILOAM HIGHWAY,GREENSBORO,GA,30642,GREENE,USA
G1301350,0083430092,LAKEVIEW BEHAVIORAL HEALTH SYSTEM,1 TECHNOLOGY PARKWAY,NORCROSS,GA,30092,GWINNETT,USA
G1301350,0086430096,NORTHSIDE HOSPITAL DULUTH,3620 HOWELL FERRY ROAD,DULUTH,GA,30096,GWINNETT,USA
G1301350,0020130136,GLANCYREHABILITATION HOSPITAL,3215 MCCLURE BRIDGE ROAD,DULUTH,GA,30136,GWINNETT,USA
G1301350,0012330078,EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,GWINNETT,USA
G1301350,0007130045,NORTHSIDE HOSPITAL GWINNETT,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GWINNETT,USA
G1301350,0088330046,SUMMITRIDGE CENTER- PSYCHIATRY & ADDICTIVE MED,250 SCENIC HIGHWAY,LAWRENCEVILLE,GA,30046,GWINNETT,USA
G1301590,0004631064,JASPER MEMORIAL HOSPITAL,898 COLLEGE STREET,MONTICELLO,GA,31064,JASPER,USA
G1301650,0004930442,JENKINS COUNTY HOSPITAL,931 EAST WINTHROPE AVENUE,MILLEN,GA,30442,JENKINS,USA
G1301610,0009731539,JEFF DAVIS HOSPITAL,163 SOUTH TALLAHSSEE, P O BOX 1690,HAZLEHURST,GA,31539,JEFF DAVIS,USA
G1301470,0002730643,TY COBB HEALTHCARE SYSTEM - HART COUNTY HOSPITAL,GIBSON AND CADE STREETS,HARTWELL,GA,30643,HART,USA
G1301890,0024630824,UNIVERSITY HOSPITAL MCDUFFIE,2460 WASHINGTON ROAD,THOMSON,GA,30824,MCDUFFIE,USA
G1301930,0005431063,FLINT RIVER COMMUNITY HOSPITAL,509 SUMTER STREET,MONTEZUMA,GA,31063,MACON,USA
G1302150,0083931909,PIEDMONT COLUMDUS REGIONAL NORTHSIDE,100 FRIST COURT,COLUMBUS,GA,31909,MUSCOGEE,USA
G1302150,0015231904,ST FRANCIS HOSPITAL,2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31904,MUSCOGEE,USA
G1302150,0019831901,BRADLEY CENTER OF SAINT FRANCIS,2000 SIXTEENTH AVENUE,COLUMBUS,GA,31901,MUSCOGEE,USA
G1302150,0083531901,PIEDMONT COLUMBUS REGIONAL MIDTOWN,710 CENTER ST, BOX 951,COLUMBUS,GA,31901,MUSCOGEE,USA
G1302150,0089531901,COLUMBUS SPECIALTY HOSPITAL,616 19TH STREET,COLUMBUS,GA,31901,MUSCOGEE,USA
G1302150,0018731901,MIDTOWN MEDICAL CENTER WEST,616 19TH STREET,COLUMBUS,GA,31901,MUSCOGEE,USA
G1302150,0018931907,WEST CENTRAL GEORGIA REGIONAL HOSPITAL,3000 SCHATULGA ROAD,COLUMBUS,GA,31907,MUSCOGEE,USA
G1302050,0008931730,MITCHELL COUNTY HOSPITAL,90 STEPHENS STREET,CAMILLA,GA,31730,MITCHELL,USA
G1302070,0006031029,MONROE COUNTY HOSPITAL,88 MARTIN LUTHER KING JR DRIVE,FORSYTH,GA,31029,MONROE,USA
G1301790,0000000019,WINN ARMY COMMUNITY HOSPITAL,1061 HARMON AVE,FORT STEWART,GA,31315,LIBERTY,USA
G1301790,0006731313,LIBERTY REGIONAL MEDICAL CENTER,462 E G MILES PARKWAY,HINESVILLE,GA,31313,LIBERTY,USA
G1301390,0083830501,NORTHEAST GEORGIA MEDICAL CENTER, INC,743 SPRING STREET,GAINESVILLE,GA,30501,HALL,USA
G1301510,0084130281,PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,HENRY,USA
G1301510,0020830281,SO CRESCENT BEH HLTH SYS - CRESCENT PINES CAMPUS,1000 EAGLES LANDING PARKWAY,STOCKBRIDGE,GA,30281,HENRY,USA
G1301570,0009530529,NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,COMMERCE,GA,30529,JACKSON,USA
G1301750,0002531021,CARL VINSON VA MEDICAL CENTER,1826 VETERANS BLVD,DUBLIN,GA,31021,LAURENS,USA
G1301750,0011231021,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,LAURENS,USA
G1302230,0001030132,WELLSTAR PAULDING HOSPITAL,2518 JIMMY LEE SMITH PKY,HIRAM,GA,30141,PAULDING,USA
G1302230,0024730141,WELLSTAR PAULDING HOSPITAL,2518 JIMMY LEE SMITH PARKWAY,HIRAM,GA,30141,PAULDING,USA
G1301990,0087931830,ROOSEVELT WARM SPRINGS LTAC HOSPITAL,6135 ROOSEVELT HIGHWAY,WARM SPRINGS,GA,31830,MERIWETHER,USA
G1301990,0088031830,ROOSEVELT WARM SPRINGS REHABILITATION HOSPITAL,6135 ROOSEVELT HIGHWAY,WARM SPRINGS,GA,31830,MERIWETHER,USA
G1301990,0006431830,WARM SPRINGS MEDICAL CENTER,5995 SPRING STREET,WARM SPRINGS,GA,31830,MERIWETHER,USA
G1302350,0088631036,TAYLOR REGIONAL HOSPITAL,222 PERRY HWY,HAWKINSVILLE,GA,31036,PULASKI,USA
G1302330,0024330125,POLK MEDICAL CENTER,2360 ROCKMART HWY,CEDARTOWN,GA,30125,POLK,USA
G1302370,0001631024,PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY,EATONTON,GA,31024,PUTNAM,USA
G1200870,0009733050,FISHERMEN'S HOSPITAL,3301 OVERSEAS HWY,MARATHON,FL,33050,MONROE,USA
G1200870,0007333040,DEPOO HOSPITAL,1200 KENNEDY DR,KEY WEST,FL,33040,MONROE,USA
G1200870,0022933040,LOWER KEYS MEDICAL CENTER,5900 COLLEGE RD,KEY WEST,FL,33040,MONROE,USA
G1200870,0023733070,MARINERS HOSPITAL,91500 OVERSEAS HWY,TAVERNIER,FL,33070,MONROE,USA
G1302590,0023831825,STEWART WEBSTER HOSPITAL,580 ALSTON STREET,RICHLAND,GA,31825,STEWART,USA
G1302470,0002330012,PIEDMONT ROCKDALE HOSPITAL,1412 MILSTEAD AVENUE NE,CONYERS,GA,30012,ROCKDALE,USA
G1302570,0013030577,STEPHENS COUNTY HOSPITAL,163 HOSPITAL DR,TOCCOA,GA,30577,STEPHENS,USA
G1301270,0002031522,ST SIMONS BY-THE-SEA HOSPITAL,2927 DEMERE ROAD,ST. SIMONS,GA,31522,GLYNN,USA
G1301270,0088131520,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,GLYNN,USA
G1302550,0085330223,WELLSTAR SPALDING REGIONAL HOSPITAL,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,SPALDING,USA
G1302530,0004339845,DONALSONVILLE HOSPITAL,102 HOSPITAL CIRCLE,DONALSONVILLE,GA,39845,SEMINOLE,USA
G1302430,0088239840,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,361 RANDOLPH STREET,CUTHBERT,GA,39840,RANDOLPH,USA
G1302410,0002230525,MOUNTAIN LAKES MEDICAL CENTER,196 RIDGECREST CIRCLE,CLAYTON,GA,30525,RABUN,USA
G1302410,0195730525,MOUNTAIN LAKES MEDICAL CENTER,162 LEGACY POINT,CLAYTON,GA,30525,RABUN,USA
G1302690,0021331076,THE GEORGIA CENTER FOR YOUTH,GOOSE HOLLOW ROAD,REYNOLDS,GA,31076,TAYLOR,USA
G1302510,0005530467,OPTIM MEDICAL CENTER SCREVEN,215 MIMS ROAD,SYLVANIA,GA,30467,SCREVEN,USA
G1302770,0011631794,TIFT REGIONAL MEDICAL CENTER,901 EAST 18TH STREET,TIFTON,GA,31794,TIFT,USA
G1302450,0083230901,WALTON REHABILITATION HOSPITAL,1355 INDEPENDENCE DRIVE,AUGUSTA,GA,30901,RICHMOND,USA
G1302450,0018230901,UNIVERSITY HEALTH CARE SYSTEM,1350 WALTON WAY,AUGUSTA,GA,30901,RICHMOND,USA
G1302450,0087230912,AU MEDICAL CENTER,1120 15TH STREET,AUGUSTA,GA,30912,RICHMOND,USA
G1302450,0021530909,SELECT SPECIALTY HOSPITAL - AUGUSTA,1537 WALTON WAY,AUGUSTA,GA,30909,RICHMOND,USA
G1302450,0015330904,TRINITY HOSPITAL OF AUGUSTA,2260 WRIGHTSBORO ROAD,AUGUSTA,GA,30904,RICHMOND,USA
G1302450,0180930904,CHARLIE NORWOOD VA MEDICAL CENTER,950 15TH STREET DOWNTOWN,AUGUSTA,GA,30904,RICHMOND,USA
G1302450,0019930906,EAST CENTRAL REGIONAL HOSPITAL,3405 MIKE PADGETT HIGHWAY,AUGUSTA,GA,30906,RICHMOND,USA
G1302450,0014430812,EAST CENTRAL REGIONAL HOSPITAL - GRACEWOOD,100 MYRTLE BOULEVARD,NORTH VIEW,GA,30812,RICHMOND,USA
G1302450,0000000026,EISENHOWER ARMY MEDICAL CENTER,300 E HOSPITAL RD,FORT GORDON,GA,30905,RICHMOND,USA
G1302450,0020630909,LIGHTHOUSE CARE CENTER OF AUGUSTA,3100 PERIMETER PARKWAY,AUGUSTA,GA,30909,RICHMOND,USA
G1302450,0018830909,DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,GA,30909,RICHMOND,USA
G1302610,0087531719,PHOEBE SUMTER MEDICAL CENTER,126 HIGHWAY 280 W,AMERICUS,GA,31719,SUMTER,USA
G1302670,0010730453,OPTIM MEDICAL CENTER TATTNALL,247 SOUTH MAIN STREET,REIDSVILLE,GA,30453,TATTNALL,USA
G1302850,0089230240,WELLSTAR WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,TROUP,USA
G1302810,0084430546,CHATUGE REGIONAL HOSPITAL,110 S MAIN STREET,HIAWASSEE,GA,30546,TOWNS,USA
G1302750,0018431792,SOUTHWESTERN STATE HOSPITAL,400 SOUTH PINE TREE BLVD,THOMASVILLE,GA,31792,THOMAS,USA
G1302750,0089431792,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,THOMAS,USA
G1302930,0087130286,UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,THOMASTON,GA,30286,UPSON,USA
G1302990,0086831501,MEMORIAL SATILLA HEALTH,1900 TEBEAU STREET,WAYCROSS,GA,31501,WARE,USA
G1302970,0084630655,PIEDMONT WALTON HOSPITAL INC,2151 WEST SPRING STREET,MONROE,GA,30655,WALTON,USA
G1302970,0005630655,RIDGEVIEW INSTITUTE MONROE,709 BREEDLOVE DR,MONROE,GA,30655,WALTON,USA
G1302790,0089730474,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,VIDALIA,GA,30474,TOOMBS,USA
G1302910,0002830512,UNION GENERAL HOSPITAL,35 HOSPITAL CIRCLE,BLAIRSVILLE,GA,30512,UNION,USA
G1303170,0011930673,WILLS MEMORIAL HOSPITAL,120 GORDON STREET,WASHINGTON,GA,30673,WILKES,USA
G1303030,0012631082,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA HIGHWAY,SANDERSVILLE,GA,31082,WASHINGTON,USA
G1303050,0088931545,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,JESUP,GA,31545,WAYNE,USA
G1303130,0083130720,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,USA
G1600110,0005183221,GROVE CREEK MEDICAL CENTER,350 NORTH MERIDIAN ST,BLACKFOOT,ID,83221,BINGHAM,USA
G1600110,0002583221,IDAHO STATE HOSPITAL SOUTH,700 EAST ALICE STREET,BLACKFOOT,ID,83221,BINGHAM,USA
G1600110,0001583221,BINGHAM MEMORIAL HOSPITAL,98 POPLAR STREET,BLACKFOOT,ID,83221,BINGHAM,USA
G1600010,0155783642,VIBRA HOSPITAL OF BOISE,2131 SOUTH BONITO WAY,MERIDIAN,ID,83642,ADA,USA
G1600010,0005683704,LIFEWAYS HOSPITAL,8050 NORTHVIEW STREET,BOISE,ID,83704,ADA,USA
G1600010,0001083706,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,BOISE,ID,83706,ADA,USA
G1600010,0001383709,SOUTHWEST IDAHO ADVANCED CARE HOSPITAL,6651 W. FRANKLIN ROAD,BOISE,ID,83709,ADA,USA
G1600010,0000683704,INTERMOUNTAIN HOSPITAL,303 NORTH ALLUMBAUGH STREET,BOISE,ID,83704,ADA,USA
G1600010,0005883704,TREASURE VALLEY HOSPITAL,8800 WEST EMERALD STREET,BOISE,ID,83704,ADA,USA
G1600010,0155583642,ST. LUKE'S MERIDIAN MEDICAL CENTER,520 S. EAGLE ROAD,MERIDIAN,ID,83642,ADA,USA
G1600010,0155483712,ST. LUKE'S REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,83712,ADA,USA
G1600010,0155683702,ST. LUKE'S REHABILITATION,600 N. ROBBINS ROAD,BOISE,ID,83702,ADA,USA
G1600010,0002183702,BOISE VA MEDICAL CENTER,500 FORT STREET,BOISE,ID,83702,ADA,USA
G1600010,0000000138,SAINT ALPHONSUS EAGLE HEALTH PLZ-ER,323 E RIVERSIDE DR,EAGLE,ID,83616,ADA,USA
G1303090,0003030428,LOWER CONEE COMMUNITY HOSPITAL,111 THIRD STREET,GLENWOOD,GA,30428,WHEELER,USA
G1303210,0005931791,PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,SYLVESTER,GA,31791,WORTH,USA
G1600090,0001283861,BENEWAH COMMUNITY HOSPITAL,229 SOUTH SEVENTH STREET,ST. MARIES,ID,83861,BENEWAH,USA
G1600050,0003183201,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,POCATELLO,ID,83201,BANNOCK,USA
G1600070,0001183254,BEAR LAKE MEMORIAL HOSPITAL,164 SOUTH FIFTH STREET,MONTPELIER,ID,83254,BEAR LAKE,USA
G1600210,0001683805,BOUNDARY COMMUNITY HOSPITAL,6640 KANIKSU STREET,BONNERS FERRY,ID,83805,BOUNDARY,USA
G1600170,0000183864,BONNER GENERAL HOSPITAL,520 NORTH THIRD AVENUE,SANDPOINT,ID,83864,BONNER,USA
G1500030,0000196734,CASTLE MEDICAL CENTER,640 ULUKAHIKI ST,KAILUA,HI,96734,HONOLULU,USA
G1500030,0000896731,KAHUKU MEDICAL CENTER,56-117 PUALALEA ST,KAHUKU,HI,96731,HONOLULU,USA
G1500030,0002896786,WAHIAWA GENERAL HOSPITAL,128 LEHUA ST,WAHIAWA,HI,96786,HONOLULU,USA
G1500030,0000496706,HAWAII MEDICAL CENTER WEST,91-2141 FORT WEAVER RD,EWA BEACH,HI,96706,HONOLULU,USA
G1500030,0000796706,KAHI MOHALA,91-2301 FORT WEAVER RD,EWA BEACH,HI,96706,HONOLULU,USA
G1500030,0000596744,HAWAII STATE HOSPITAL,45-710 KEAAHALA RD,KANEOHE,HI,96744,HONOLULU,USA
G1500030,0000396817,HAWAII MEDICAL CENTER EAST,2230 LILIHA ST,HONOLULU,HI,96817,HONOLULU,USA
G1500030,0001596817,KUAKINI MEDICAL CENTER,347 NO KUAKINI ST,HONOLULU,HI,96817,HONOLULU,USA
G1500030,0002496817,REHABILITATION HOSPITAL OF THE PACIFIC,226 NO KUAKINI ST,HONOLULU,HI,96817,HONOLULU,USA
G1500030,0002396813,QUEENS MEDICAL CENTER,1301 PUNCHBOWL STREET,HONOLULU,HI,96813,HONOLULU,USA
G1500030,0002796813,STRAUB CLINIC AND HOSPITAL,888 SO KING ST,HONOLULU,HI,96813,HONOLULU,USA
G1500030,0002696826,SHRINERS HOSPITAL FOR CHILDREN,1310 PUNAHOU ST,HONOLULU,HI,96826,HONOLULU,USA
G1500030,0001096826,KAPIOLANI MEDICAL CENTER,1319 PUNAHOU ST,HONOLULU,HI,96826,HONOLULU,USA
G1500030,0195696859,TRIPLER ARMY MEDICAL CENTER,1 JARRETT WHITE RD,HONOLULU,HI,96859,HONOLULU,USA
G1500030,0174496819,SPARK M. MATSUNAGA VA MEDICAL CENTER,459 PATTERSON ROAD,HONOLULU,HI,96819,HONOLULU,USA
G1500030,0000996819,KAISER FOUNDATION HOSPITAL,3288 MOANALUA RD,HONOLULU,HI,96819,HONOLULU,USA
G1500030,0002296701,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA RD,AIEA,HI,96701,HONOLULU,USA
G1500030,0001896816,LEAHI HOSPITAL,3675 KILAUEA AVENUE,HONOLULU,HI,96816,HONOLULU,USA
G1600190,0005283404,MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,IDAHO FALLS,ID,83404,BONNEVILLE,USA
G1600190,0000483403,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,IDAHO FALLS,ID,83403,BONNEVILLE,USA
